sample_id,seat_id,row,section,seat_number,true_x,true_y,true_z,node_id,rssi_dbm,true_rssi,distance_m
R01-L01_N3_S009,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.74,-72.63,14.415
R01-L01_N3_S010,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-71.47,-72.63,14.415
R01-L01_N3_S011,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.25,-72.63,14.415
R01-L01_N3_S012,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.26,-72.63,14.415
R01-L01_N3_S013,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.3,-72.63,14.415
R01-L01_N3_S014,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-69.66,-72.63,14.415
R01-L01_N3_S015,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.04,-72.63,14.415
R01-L01_N3_S016,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.07,-72.63,14.415
R01-L01_N3_S017,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-74.41,-72.63,14.415
R01-L01_N3_S018,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.38,-72.63,14.415
R01-L01_N3_S019,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.7,-72.63,14.415
R01-L01_N3_S020,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-71.67,-72.63,14.415
R01-L01_N3_S021,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-71.71,-72.63,14.415
R01-L01_N3_S022,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.62,-72.63,14.415
R01-L01_N3_S023,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-74.16,-72.63,14.415
R01-L01_N3_S024,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.49,-72.63,14.415
R01-L01_N3_S025,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-67.98,-72.63,14.415
R01-L01_N3_S026,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-71.13,-72.63,14.415
R01-L01_N3_S027,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.04,-72.63,14.415
R01-L01_N3_S028,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-77.69,-72.63,14.415
R01-L01_N3_S029,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.63,-72.63,14.415
R01-L01_N3_S030,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.64,-72.63,14.415
R01-L01_N3_S031,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.35,-72.63,14.415
R01-L01_N3_S032,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-71.88,-72.63,14.415
R01-L01_N3_S033,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.06,-72.63,14.415
R01-L01_N3_S034,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.92,-72.63,14.415
R01-L01_N3_S035,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.93,-72.63,14.415
R01-L01_N3_S036,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.75,-72.63,14.415
R01-L01_N3_S037,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-72.28,-72.63,14.415
R01-L01_N3_S038,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.37,-72.63,14.415
R01-L01_N3_S039,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-78.38,-72.63,14.415
R01-L01_N3_S040,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-71.33,-72.63,14.415
R01-L01_N3_S041,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-71.23,-72.63,14.415
R01-L01_N3_S042,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.8,-72.63,14.415
R01-L01_N3_S043,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-72.88,-72.63,14.415
R01-L01_N3_S044,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-77.5,-72.63,14.415
R01-L01_N3_S045,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-72.06,-72.63,14.415
R01-L01_N3_S046,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-74.27,-72.63,14.415
R01-L01_N3_S047,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.48,-72.63,14.415
R01-L01_N3_S048,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-68.99,-72.63,14.415
R01-L01_N3_S049,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-78.94,-72.63,14.415
R01-L01_N3_S050,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-69.7,-72.63,14.415
R01-L01_N3_S051,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-77.36,-72.63,14.415
R01-L01_N3_S052,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.97,-72.63,14.415
R01-L01_N3_S053,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.46,-72.63,14.415
R01-L01_N3_S054,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.7,-72.63,14.415
R01-L01_N3_S055,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-72.74,-72.63,14.415
R01-L01_N3_S056,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-77.52,-72.63,14.415
R01-L01_N3_S057,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-69.94,-72.63,14.415
R01-L01_N3_S058,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-74.44,-72.63,14.415
R01-L01_N3_S059,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.75,-72.63,14.415
R01-L01_N3_S060,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.32,-72.63,14.415
R01-L01_N3_S061,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.6,-72.63,14.415
R01-L01_N3_S062,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-72.78,-72.63,14.415
R01-L01_N3_S063,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.25,-72.63,14.415
R01-L01_N3_S064,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.93,-72.63,14.415
R01-L01_N3_S065,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.41,-72.63,14.415
R01-L01_N3_S066,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-74.43,-72.63,14.415
R01-L01_N3_S067,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-76.5,-72.63,14.415
R01-L01_N3_S068,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-62.87,-72.63,14.415
R01-L01_N3_S069,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.36,-72.63,14.415
R01-L01_N3_S070,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-74.29,-72.63,14.415
R01-L01_N3_S071,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.08,-72.63,14.415
R01-L01_N3_S072,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-78.25,-72.63,14.415
R01-L01_N3_S073,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.78,-72.63,14.415
R01-L01_N3_S074,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.25,-72.63,14.415
R01-L01_N3_S075,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.02,-72.63,14.415
R01-L01_N3_S076,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.85,-72.63,14.415
R01-L01_N3_S077,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-71.66,-72.63,14.415
R01-L01_N3_S078,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-72.87,-72.63,14.415
R01-L01_N3_S079,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-65.97,-72.63,14.415
R01-L01_N3_S080,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.29,-72.63,14.415
R01-L01_N3_S081,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-77.31,-72.63,14.415
R01-L01_N3_S082,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-74.23,-72.63,14.415
R01-L01_N3_S083,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-72.32,-72.63,14.415
R01-L01_N3_S084,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-74.4,-72.63,14.415
R01-L01_N3_S085,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-70.67,-72.63,14.415
R01-L01_N3_S086,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.49,-72.63,14.415
R01-L01_N3_S087,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-76.71,-72.63,14.415
R01-L01_N3_S088,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-76.52,-72.63,14.415
R01-L01_N3_S089,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-68.47,-72.63,14.415
R01-L01_N3_S090,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-69.88,-72.63,14.415
R01-L01_N3_S091,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-69.54,-72.63,14.415
R01-L01_N3_S092,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.92,-72.63,14.415
R01-L01_N3_S093,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-71.19,-72.63,14.415
R01-L01_N3_S094,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-72.64,-72.63,14.415
R01-L01_N3_S095,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-73.51,-72.63,14.415
R01-L01_N3_S096,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.11,-72.63,14.415
R01-L01_N3_S097,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-76.62,-72.63,14.415
R01-L01_N3_S098,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-68.54,-72.63,14.415
R01-L01_N3_S099,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-74.27,-72.63,14.415
R01-L01_N3_S100,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_03_BackLeft,-75.04,-72.63,14.415
R01-L01_N4_S001,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.8,-75.28,17.928
R01-L01_N4_S002,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-69.1,-75.28,17.928
R01-L01_N4_S003,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-72.24,-75.28,17.928
R01-L01_N4_S004,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.91,-75.28,17.928
R01-L01_N4_S005,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-79.33,-75.28,17.928
R01-L01_N4_S006,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.92,-75.28,17.928
R01-L01_N4_S007,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.59,-75.28,17.928
R01-L01_N4_S008,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-71.85,-75.28,17.928
R01-L01_N4_S009,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.01,-75.28,17.928
R01-L01_N4_S010,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.72,-75.28,17.928
R01-L01_N4_S011,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.21,-75.28,17.928
R01-L01_N4_S012,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-72.72,-75.28,17.928
R01-L01_N4_S013,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-71.97,-75.28,17.928
R01-L01_N4_S014,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.89,-75.28,17.928
R01-L01_N4_S015,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.23,-75.28,17.928
R01-L01_N4_S016,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-72.34,-75.28,17.928
R01-L01_N4_S017,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-79.53,-75.28,17.928
R01-L01_N4_S018,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-71.62,-75.28,17.928
R01-L01_N4_S019,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-72.52,-75.28,17.928
R01-L01_N4_S020,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.95,-75.28,17.928
R01-L01_N4_S021,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.6,-75.28,17.928
R01-L01_N4_S022,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.72,-75.28,17.928
R01-L01_N4_S023,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.92,-75.28,17.928
R01-L01_N4_S024,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.87,-75.28,17.928
R01-L01_N4_S025,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-69.96,-75.28,17.928
R01-L01_N4_S026,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.98,-75.28,17.928
R01-L01_N4_S027,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.03,-75.28,17.928
R01-L01_N4_S028,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.07,-75.28,17.928
R01-L01_N4_S029,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.47,-75.28,17.928
R01-L01_N4_S030,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.4,-75.28,17.928
R01-L01_N4_S031,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.85,-75.28,17.928
R01-L01_N4_S032,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.12,-75.28,17.928
R01-L01_N4_S033,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.23,-75.28,17.928
R01-L01_N4_S034,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.62,-75.28,17.928
R01-L01_N4_S035,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.35,-75.28,17.928
R01-L01_N4_S036,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.2,-75.28,17.928
R01-L01_N4_S037,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.8,-75.28,17.928
R01-L01_N4_S038,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.35,-75.28,17.928
R01-L01_N4_S039,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.15,-75.28,17.928
R01-L01_N4_S040,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.52,-75.28,17.928
R01-L01_N4_S041,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.9,-75.28,17.928
R01-L01_N4_S042,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.03,-75.28,17.928
R01-L01_N4_S043,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.85,-75.28,17.928
R01-L01_N4_S044,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-72.66,-75.28,17.928
R01-L01_N4_S045,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-71.95,-75.28,17.928
R01-L01_N4_S046,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.98,-75.28,17.928
R01-L01_N4_S047,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-81.68,-75.28,17.928
R01-L01_N4_S048,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.49,-75.28,17.928
R01-L01_N4_S049,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.7,-75.28,17.928
R01-L01_N4_S050,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.2,-75.28,17.928
R01-L01_N4_S051,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.44,-75.28,17.928
R01-L01_N4_S052,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-72.49,-75.28,17.928
R01-L01_N4_S053,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.49,-75.28,17.928
R01-L01_N4_S054,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.7,-75.28,17.928
R01-L01_N4_S055,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.24,-75.28,17.928
R01-L01_N4_S056,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.24,-75.28,17.928
R01-L01_N4_S057,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-72.61,-75.28,17.928
R01-L01_N4_S058,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.18,-75.28,17.928
R01-L01_N4_S059,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-70.92,-75.28,17.928
R01-L01_N4_S060,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.58,-75.28,17.928
R01-L01_N4_S061,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-79.25,-75.28,17.928
R01-L01_N4_S062,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.75,-75.28,17.928
R01-L01_N4_S063,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.19,-75.28,17.928
R01-L01_N4_S064,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.33,-75.28,17.928
R01-L01_N4_S065,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.63,-75.28,17.928
R01-L01_N4_S066,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.98,-75.28,17.928
R01-L01_N4_S067,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-70.49,-75.28,17.928
R01-L01_N4_S068,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.95,-75.28,17.928
R01-L01_N4_S069,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-72.97,-75.28,17.928
R01-L01_N4_S070,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.53,-75.28,17.928
R01-L01_N4_S071,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.06,-75.28,17.928
R01-L01_N4_S072,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.07,-75.28,17.928
R01-L01_N4_S073,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-66.49,-75.28,17.928
R01-L01_N4_S074,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.23,-75.28,17.928
R01-L01_N4_S075,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.51,-75.28,17.928
R01-L01_N4_S076,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.83,-75.28,17.928
R01-L01_N4_S077,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.28,-75.28,17.928
R01-L01_N4_S078,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.67,-75.28,17.928
R01-L01_N4_S079,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-79.0,-75.28,17.928
R01-L01_N4_S080,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.68,-75.28,17.928
R01-L01_N4_S081,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-72.21,-75.28,17.928
R01-L01_N4_S082,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.72,-75.28,17.928
R01-L01_N4_S083,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-69.87,-75.28,17.928
R01-L01_N4_S084,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.36,-75.28,17.928
R01-L01_N4_S085,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-77.28,-75.28,17.928
R01-L01_N4_S086,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.23,-75.28,17.928
R01-L01_N4_S087,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.98,-75.28,17.928
R01-L01_N4_S088,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.6,-75.28,17.928
R01-L01_N4_S089,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.91,-75.28,17.928
R01-L01_N4_S090,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.01,-75.28,17.928
R01-L01_N4_S091,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-70.2,-75.28,17.928
R01-L01_N4_S092,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-81.61,-75.28,17.928
R01-L01_N4_S093,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.62,-75.28,17.928
R01-L01_N4_S094,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-73.32,-75.28,17.928
R01-L01_N4_S095,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-75.89,-75.28,17.928
R01-L01_N4_S096,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.05,-75.28,17.928
R01-L01_N4_S097,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-79.36,-75.28,17.928
R01-L01_N4_S098,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-74.64,-75.28,17.928
R01-L01_N4_S099,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-78.75,-75.28,17.928
R01-L01_N4_S100,R01-L01,1,Left,1,0.53,2.8,0.45,RF_NODE_04_BackRight,-76.2,-75.28,17.928
R01-L02_N1_S001,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-59.59,-56.7,3.892
R01-L02_N1_S002,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-62.42,-56.7,3.892
R01-L02_N1_S003,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-54.67,-56.7,3.892
R01-L02_N1_S004,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-54.65,-56.7,3.892
R01-L02_N1_S005,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-59.61,-56.7,3.892
R01-L02_N1_S006,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-59.9,-56.7,3.892
R01-L02_N1_S007,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-56.44,-56.7,3.892
R01-L02_N1_S008,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-60.51,-56.7,3.892
R01-L02_N1_S009,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-54.32,-56.7,3.892
R01-L02_N1_S010,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-55.98,-56.7,3.892
R01-L02_N1_S011,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-59.88,-56.7,3.892
R01-L02_N1_S012,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-57.33,-56.7,3.892
R01-L02_N1_S013,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-52.54,-56.7,3.892
R01-L02_N1_S014,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-52.34,-56.7,3.892
R01-L02_N1_S015,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-54.26,-56.7,3.892
R01-L02_N1_S016,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-56.98,-56.7,3.892
R01-L02_N1_S017,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-61.89,-56.7,3.892
R01-L02_N1_S018,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-52.34,-56.7,3.892
R01-L02_N1_S019,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-55.57,-56.7,3.892
R01-L02_N1_S020,R01-L02,1,Left,2,1.59,2.8,0.45,RF_NODE_01_FrontLeft,-57.86,-56.7,3.892
